Drug A,Drug B,Strain,Bliss Score,p-value,Interaction Type,Drug A Inchikey,Drug B Inchikey,Specie,Drug Pair
clarithromycin,acetylsalisylic acid,pseudomonas aeruginosa pao1,0.1071,0.031378853,Antagonism,AGOYDEPGAOXOCK-KCBOHYOISA-N,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'BSYNRYMUTXBXSQ-UHFFFAOYSA-N')"
benzalkonium,curcumin,pseudomonas aeruginosa pao1,0.5393,0.002089943,Antagonism,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,VFLDPWHFBUODDF-FCXRPNKRSA-N,pseudomonas aeruginosa,"('VFLDPWHFBUODDF-FCXRPNKRSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
tobramycin,rifampicin,pseudomonas aeruginosa pao1,0.1403,,,NLVFBUXFDBBNBW-PBSUHMDJSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
amoxicillin,amikacin,pseudomonas aeruginosa pao1,-0.1952,0.002089943,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,LKCWBDHBTVXHDL-RMDFUYIESA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
novobiocin,mitomycin c,pseudomonas aeruginosa pao1,-0.1357,0.002089943,Synergy,YJQPYGGHQPGBLI-KGSXXDOSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'YJQPYGGHQPGBLI-KGSXXDOSSA-N')"
novobiocin,colistin,pseudomonas aeruginosa pao1,-0.0537,,,YJQPYGGHQPGBLI-KGSXXDOSSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('YJQPYGGHQPGBLI-KGSXXDOSSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
bacitracin,colistin,pseudomonas aeruginosa pao1,-0.8156,0.001981816,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
polymyxin b,benzalkonium,pseudomonas aeruginosa pao1,-0.5007,0.002089943,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('VVZBFOKBSDGVGZ-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,clarithromycin,pseudomonas aeruginosa pao1,0.0544,,,WQVJHHACXVLGBL-BPJDFBQWSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
fusidic acid,colistin,pseudomonas aeruginosa pao1,0.0502,,,IECPWNUMDGFDKC-MZJAQBGESA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
benzalkonium,cccp,pseudomonas aeruginosa pao1,-0.1149,0.001981816,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,UGTJLJZQQFGTJD-UHFFFAOYSA-N,pseudomonas aeruginosa,"('UGTJLJZQQFGTJD-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzalkonium,chlorhexidine,pseudomonas aeruginosa pao1,-0.4621,0.031378853,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
benzalkonium,colistin,pseudomonas aeruginosa pao1,-0.8456,0.001981816,Synergy,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('VVZBFOKBSDGVGZ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
erythromycin,colistin,pseudomonas aeruginosa pao1,0.0064,,,ULGZDMOVFRHVEP-RWJQBGPGSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
a22,imipenem,pseudomonas aeruginosa pao1,-0.0252,,,LZTCFLDZLBOLDW-UHFFFAOYSA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
rifampicin,colistin,pseudomonas aeruginosa pao1,-0.5374,0.001981816,Synergy,JQXXHWHPUNPDRT-WLSIYKJHSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
clarithromycin,colistin,pseudomonas aeruginosa pao1,-0.3685,0.00503913,Synergy,AGOYDEPGAOXOCK-KCBOHYOISA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chloramphenicol,a22,pseudomonas aeruginosa pao1,0.0464,,,WIIZWVCIJKGZOK-RKDXNWHRSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LZTCFLDZLBOLDW-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
ciprofloxacin,benzalkonium,pseudomonas aeruginosa pao1,0.0726,,,MYSWGUAQZAJSOK-UHFFFAOYSA-N,VVZBFOKBSDGVGZ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'VVZBFOKBSDGVGZ-UHFFFAOYSA-N')"
ciprofloxacin,minocycline,pseudomonas aeruginosa pao1,0.1474,0.002089943,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
amikacin,erythromycin,pseudomonas aeruginosa pao1,0.2861,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,ULGZDMOVFRHVEP-RWJQBGPGSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
amikacin,procaine,pseudomonas aeruginosa pao1,0.1901,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amikacin,egcg,pseudomonas aeruginosa pao1,0.1427,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,WMBWREPUVVBILR-WIYYLYMNSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
amikacin,clarithromycin,pseudomonas aeruginosa pao1,0.3398,0.002089943,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
amikacin,metformin,pseudomonas aeruginosa pao1,0.466,0.005238084,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
amikacin,berberine,pseudomonas aeruginosa pao1,0.3236,0.005238084,Antagonism,LKCWBDHBTVXHDL-RMDFUYIESA-N,YBHILYKTIRIUTE-UHFFFAOYSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'YBHILYKTIRIUTE-UHFFFAOYSA-N')"
vanillin,aztreonam,pseudomonas aeruginosa pao1,0.0736,,,MWOOGOJBHIARFG-UHFFFAOYSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,pseudomonas aeruginosa,"('MWOOGOJBHIARFG-UHFFFAOYSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
aztreonam,mitomycin c,pseudomonas aeruginosa pao1,0.0706,,,WZPBZJONDBGPKJ-VEHQQRBSSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
mitomycin c,azithromycin,pseudomonas aeruginosa pao1,0.1017,,,NWIBSHFKIJFRCO-WUDYKRTCSA-N,MQTOSJVFKKJCRP-BICOPXKESA-N,pseudomonas aeruginosa,"('MQTOSJVFKKJCRP-BICOPXKESA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
piperacillin,mitomycin c,pseudomonas aeruginosa pao1,0.1009,,,IVBHGBMCVLDMKU-GXNBUGAJSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
ciprofloxacin,spectinomycin,pseudomonas aeruginosa pao1,0.1911,0.01342082,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,UNFWWIHTNXNPBV-WXKVUWSESA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
fusidic acid,procaine,pseudomonas aeruginosa pao1,-0.3515,0.002089943,Synergy,IECPWNUMDGFDKC-MZJAQBGESA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('IECPWNUMDGFDKC-MZJAQBGESA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
amikacin,piperacillin,pseudomonas aeruginosa pao1,-0.411,0.002089943,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,a22,pseudomonas aeruginosa pao1,-0.0736,,,GPRBEKHLDVQUJE-QSWIMTSFSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
piperacillin,a22,pseudomonas aeruginosa pao1,-0.0521,,,IVBHGBMCVLDMKU-GXNBUGAJSA-N,LZTCFLDZLBOLDW-UHFFFAOYSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
doxorubicin,mitomycin c,pseudomonas aeruginosa pao1,-0.042,,,AOJJSUZBOXZQNB-TZSSRYMLSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('AOJJSUZBOXZQNB-TZSSRYMLSA-N', 'NWIBSHFKIJFRCO-WUDYKRTCSA-N')"
ciprofloxacin,levofloxacin,pseudomonas aeruginosa pao1,-0.1785,0.001981816,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,pseudomonas aeruginosa,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
polymyxin b,rifampicin,pseudomonas aeruginosa pao1,-0.1972,0.020596071,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
spectinomycin,clarithromycin,pseudomonas aeruginosa pao1,0.1385,0.002089943,Antagonism,UNFWWIHTNXNPBV-WXKVUWSESA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'UNFWWIHTNXNPBV-WXKVUWSESA-N')"
amoxicillin,tobramycin,pseudomonas aeruginosa pao1,-0.1722,0.002089943,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('LSQZJLSUYDQPKJ-NJBDSQKTSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
chloramphenicol,procaine,pseudomonas aeruginosa pao1,-0.2107,0.026783729,Synergy,WIIZWVCIJKGZOK-RKDXNWHRSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'WIIZWVCIJKGZOK-RKDXNWHRSA-N')"
oxacillin,tobramycin,pseudomonas aeruginosa pao1,-0.1326,0.022069793,Synergy,UWYHMGVUTGAWSP-JKIFEVAISA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('NLVFBUXFDBBNBW-PBSUHMDJSA-N', 'UWYHMGVUTGAWSP-JKIFEVAISA-N')"
bacitracin,tobramycin,pseudomonas aeruginosa pao1,-0.2127,0.002089943,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
bacitracin,chlorhexidine,pseudomonas aeruginosa pao1,-0.1595,0.012193256,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CLKOFPXJLQSYAH-ABRJDSQDSA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
polymyxin b,procaine,pseudomonas aeruginosa pao1,-0.1178,0.003779074,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,MFDFERRIHVXMIY-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
polymyxin b,chlorhexidine,pseudomonas aeruginosa pao1,-0.609,0.002089943,Synergy,WQVJHHACXVLGBL-BPJDFBQWSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'WQVJHHACXVLGBL-BPJDFBQWSA-N')"
cefotaxime,clarithromycin,pseudomonas aeruginosa pao1,-0.1725,0.022069793,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
cefotaxime,metformin,pseudomonas aeruginosa pao1,-0.4271,0.002089943,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
erythromycin,aztreonam,pseudomonas aeruginosa pao1,-0.1338,0.034806332,Synergy,ULGZDMOVFRHVEP-RWJQBGPGSA-N,WZPBZJONDBGPKJ-VEHQQRBSSA-N,pseudomonas aeruginosa,"('ULGZDMOVFRHVEP-RWJQBGPGSA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
sulfamonomethoxine,minocycline,pseudomonas aeruginosa pao1,-0.1306,0.005238084,Synergy,WMPXPUYPYQKQCX-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('WMPXPUYPYQKQCX-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
procaine,levofloxacin,pseudomonas aeruginosa pao1,-0.3529,0.002089943,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,pseudomonas aeruginosa,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'MFDFERRIHVXMIY-UHFFFAOYSA-N')"
procaine,minocycline,pseudomonas aeruginosa pao1,-0.3263,0.002089943,Synergy,MFDFERRIHVXMIY-UHFFFAOYSA-N,WTJXVDPDEQKTCV-VQAITOIOSA-N,pseudomonas aeruginosa,"('MFDFERRIHVXMIY-UHFFFAOYSA-N', 'WTJXVDPDEQKTCV-VQAITOIOSA-N')"
levofloxacin,nitrofurantoin,pseudomonas aeruginosa pao1,-0.281,0.002089943,Synergy,GSDSWSVVBLHKDQ-JTQLQIEISA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
nitrofurantoin,rifampicin,pseudomonas aeruginosa pao1,-0.1345,0.005238084,Synergy,NXFQHRVNIOXGAQ-YCRREMRBSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('JQXXHWHPUNPDRT-WLSIYKJHSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
a22,chlorhexidine,pseudomonas aeruginosa pao1,-0.6562,0.002089943,Synergy,LZTCFLDZLBOLDW-UHFFFAOYSA-N,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'LZTCFLDZLBOLDW-UHFFFAOYSA-N')"
chlorhexidine,caffeine,pseudomonas aeruginosa pao1,-0.1496,0.002089943,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,RYYVLZVUVIJVGH-UHFFFAOYSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'RYYVLZVUVIJVGH-UHFFFAOYSA-N')"
egcg,clarithromycin,pseudomonas aeruginosa pao1,-0.133,0.002089943,Synergy,WMBWREPUVVBILR-WIYYLYMNSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
egcg,mitomycin c,pseudomonas aeruginosa pao1,-0.1972,0.002089943,Synergy,WMBWREPUVVBILR-WIYYLYMNSA-N,NWIBSHFKIJFRCO-WUDYKRTCSA-N,pseudomonas aeruginosa,"('NWIBSHFKIJFRCO-WUDYKRTCSA-N', 'WMBWREPUVVBILR-WIYYLYMNSA-N')"
penicillin g,moxifloxacin,pseudomonas aeruginosa pao1,-0.2156,0.021005514,Synergy,JGSARLDLIJGVTE-MBNYWOFBSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'JGSARLDLIJGVTE-MBNYWOFBSA-N')"
imipenem,triclosan,pseudomonas aeruginosa pao1,-0.2518,0.040461287,Synergy,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,pseudomonas aeruginosa,"('XEFQLINVKFYRCS-UHFFFAOYSA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
amoxicillin,gentamicin,pseudomonas aeruginosa pao1,-0.3838,0.013773623,Synergy,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'LSQZJLSUYDQPKJ-NJBDSQKTSA-N')"
ciprofloxacin,cefotaxime,pseudomonas aeruginosa pao1,-0.122,0.003531698,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,GPRBEKHLDVQUJE-QSWIMTSFSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,piperacillin,pseudomonas aeruginosa pao1,-0.1805,0.019490975,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'MYSWGUAQZAJSOK-UHFFFAOYSA-N')"
ciprofloxacin,metformin,pseudomonas aeruginosa pao1,-0.2567,0.00503913,Synergy,MYSWGUAQZAJSOK-UHFFFAOYSA-N,XZWYZXLIPXDOLR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'XZWYZXLIPXDOLR-UHFFFAOYSA-N')"
bacitracin,gentamicin,pseudomonas aeruginosa pao1,-0.3845,0.011784918,Synergy,CLKOFPXJLQSYAH-ABRJDSQDSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'CLKOFPXJLQSYAH-ABRJDSQDSA-N')"
amikacin,imipenem,pseudomonas aeruginosa pao1,-0.1032,0.048925609,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,ZSKVGTPCRGIANV-ZXFLCMHBSA-N,pseudomonas aeruginosa,"('LKCWBDHBTVXHDL-RMDFUYIESA-N', 'ZSKVGTPCRGIANV-ZXFLCMHBSA-N')"
amikacin,meropenem,pseudomonas aeruginosa pao1,-0.2648,0.049796943,Synergy,LKCWBDHBTVXHDL-RMDFUYIESA-N,DMJNNHOOLUXYBV-PQTSNVLCSA-N,pseudomonas aeruginosa,"('DMJNNHOOLUXYBV-PQTSNVLCSA-N', 'LKCWBDHBTVXHDL-RMDFUYIESA-N')"
cefotaxime,levofloxacin,pseudomonas aeruginosa pao1,-0.1235,0.0063327,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,GSDSWSVVBLHKDQ-JTQLQIEISA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'GSDSWSVVBLHKDQ-JTQLQIEISA-N')"
cefotaxime,tobramycin,pseudomonas aeruginosa pao1,-0.4474,0.001981816,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,NLVFBUXFDBBNBW-PBSUHMDJSA-N,pseudomonas aeruginosa,"('GPRBEKHLDVQUJE-QSWIMTSFSA-N', 'NLVFBUXFDBBNBW-PBSUHMDJSA-N')"
cefotaxime,gentamicin,pseudomonas aeruginosa pao1,-0.338,0.045550563,Synergy,GPRBEKHLDVQUJE-QSWIMTSFSA-N,CEAZRRDELHUEMR-UHFFFAOYSA-N,pseudomonas aeruginosa,"('CEAZRRDELHUEMR-UHFFFAOYSA-N', 'GPRBEKHLDVQUJE-QSWIMTSFSA-N')"
erythromycin,piperacillin,pseudomonas aeruginosa pao1,-0.1992,0.001981816,Synergy,ULGZDMOVFRHVEP-RWJQBGPGSA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'ULGZDMOVFRHVEP-RWJQBGPGSA-N')"
levofloxacin,piperacillin,pseudomonas aeruginosa pao1,-0.1858,0.003531698,Synergy,GSDSWSVVBLHKDQ-JTQLQIEISA-N,IVBHGBMCVLDMKU-GXNBUGAJSA-N,pseudomonas aeruginosa,"('GSDSWSVVBLHKDQ-JTQLQIEISA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
piperacillin,nitrofurantoin,pseudomonas aeruginosa pao1,-0.1381,0.003531698,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,NXFQHRVNIOXGAQ-YCRREMRBSA-N,pseudomonas aeruginosa,"('IVBHGBMCVLDMKU-GXNBUGAJSA-N', 'NXFQHRVNIOXGAQ-YCRREMRBSA-N')"
piperacillin,clarithromycin,pseudomonas aeruginosa pao1,-0.2186,0.00503913,Synergy,IVBHGBMCVLDMKU-GXNBUGAJSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'IVBHGBMCVLDMKU-GXNBUGAJSA-N')"
minocycline,colistin,pseudomonas aeruginosa pao1,-0.2558,0.020596071,Synergy,WTJXVDPDEQKTCV-VQAITOIOSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('WTJXVDPDEQKTCV-VQAITOIOSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
teicoplanin,rifampicin,pseudomonas aeruginosa pao1,-0.196,0.02470605,Synergy,BJNLLBUOHPVGFT-CAYRISATSA-N,JQXXHWHPUNPDRT-WLSIYKJHSA-N,pseudomonas aeruginosa,"('BJNLLBUOHPVGFT-CAYRISATSA-N', 'JQXXHWHPUNPDRT-WLSIYKJHSA-N')"
chlorhexidine,colistin,pseudomonas aeruginosa pao1,-0.7801,0.001981816,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,YKQOSKADJPQZHB-RGYSVOEGSA-N,pseudomonas aeruginosa,"('GHXZTYHSJHQHIJ-UHFFFAOYSA-N', 'YKQOSKADJPQZHB-RGYSVOEGSA-N')"
chlorhexidine,moxifloxacin,pseudomonas aeruginosa pao1,-0.681,0.037104453,Synergy,GHXZTYHSJHQHIJ-UHFFFAOYSA-N,FABPRXSRWADJSP-MEDUHNTESA-N,pseudomonas aeruginosa,"('FABPRXSRWADJSP-MEDUHNTESA-N', 'GHXZTYHSJHQHIJ-UHFFFAOYSA-N')"
aztreonam,clarithromycin,pseudomonas aeruginosa pao1,-0.3136,0.001981816,Synergy,WZPBZJONDBGPKJ-VEHQQRBSSA-N,AGOYDEPGAOXOCK-KCBOHYOISA-N,pseudomonas aeruginosa,"('AGOYDEPGAOXOCK-KCBOHYOISA-N', 'WZPBZJONDBGPKJ-VEHQQRBSSA-N')"
ciprofloxacin,puromycin,pseudomonas aeruginosa pao1,0.2211,0.014752535,Antagonism,MYSWGUAQZAJSOK-UHFFFAOYSA-N,RXWNCPJZOCPEPQ-NVWDDTSBSA-N,pseudomonas aeruginosa,"('MYSWGUAQZAJSOK-UHFFFAOYSA-N', 'RXWNCPJZOCPEPQ-NVWDDTSBSA-N')"
