Combination	Bliss_interaction_score	p_adjusted	Strain	Type	Screen
Lincomycin_Paraquat	-0.0563770692098359	0.492343435813488	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Procaine	0.055841258759554	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Pristinamycin	0.155108472561304	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Puromycin	-0.0648299275090722	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Pyocyanin	-0.100119336484258	0.207490362074904	S. aureus DSM 20231	synergy	main_screen
Lincomycin_Rifampicin	-0.0746752476386149	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Sulfamethoxazol	-0.079745320599937	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Lincomycin	0.0500445595593033	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Spectinomycin	-0.175039342394675	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Lincomycin_Streptomycin	-0.106658294279955	0.08999100089991	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Streptozotocin	0.0557928312875674	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Teicoplanin	0.117670316492493	0.31882526033111	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Telithromycin	-0.0530000829979316	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Tigecycline	-0.212927211729434	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Lincomycin_Trimethoprim	0.222321471849862	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Lincomycin_Triclosan	-0.223793121856842	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Lincomycin_Tedizolid	-0.114355560907032	0.00431206879312069	S. aureus DSM 20231	synergy	main_screen
Lincomycin_U1	-0.114889122196089	0.0656464204325836	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Vancomycin	-0.0566674479478641	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Lincomycin_Virginiamycin M1	-0.07438702129203	0.953949159539492	S. aureus DSM 20231	neutral	main_screen
Linezolid_Loperamide	0.116236442129322	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Miconazole	0.0861819392743146	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_MitomycinC	0.101114521509312	0.0115630895011058	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Metronidazole	0.0626711799987418	0.75112488751125	S. aureus DSM 20231	neutral	main_screen
Loperamide_Pseudomonic acid	0.0201510571472642	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Moxifloxacin	0.130268921865728	0.0251470180084795	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Nitrofurantoin	0.0205539115241633	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Nisin	-0.422987211550696	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Loperamide_Novobiocin	-0.0534829717418379	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Oritavancin	-0.110184000093318	0.00431206879312069	S. aureus DSM 20231	synergy	main_screen
Loperamide_Oxacillin	-0.0615293319128749	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_PenicillinG	-0.139603268287902	0.19530354656842	S. aureus DSM 20231	neutral	main_screen
Loperamide_Phleomycin	0.246849385036374	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Paraquat	0.177225999694458	0.00431206879312069	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Procaine	0.127037009013445	0.688348596333029	S. aureus DSM 20231	neutral	main_screen
Loperamide_Pristinamycin	0.202039415992427	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Loperamide_Puromycin	-0.192419881168866	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Pyocyanin	-0.0519249076401528	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Rifampicin	-0.0474500997793589	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Sulfamethoxazol	-0.143425050148013	0.198552663817588	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Loperamide	0.0280310165919198	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Spectinomycin	0.10393810680155	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Streptomycin	-0.236103230971628	0.0545526842664571	S. aureus DSM 20231	neutral	main_screen
Loperamide_Streptozotocin	0.102720463244067	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Teicoplanin	-0.11431199936543	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Telithromycin	0.0619381455982139	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Tigecycline	-0.114833552153323	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Trimethoprim	-0.041604520992247	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Triclosan	-0.0746091173496794	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Tedizolid	0.197821283537242	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Loperamide_U1	-0.134725165492931	0.813870136532053	S. aureus DSM 20231	neutral	main_screen
Loperamide_Vancomycin	-0.0860765501998198	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Loperamide_Virginiamycin M1	-0.211505871709894	0.359012002991318	S. aureus DSM 20231	neutral	main_screen
Linezolid_Miconazole	-0.0365969928686377	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_MitomycinC	-0.068007849937431	0.00181560791289292	S. aureus DSM 20231	neutral	main_screen
Linezolid_Metronidazole	0.111300695744938	0.0340598851507254	S. aureus DSM 20231	neutral	main_screen
Linezolid_Pseudomonic acid	0.0202014125647483	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Moxifloxacin	0.0931024311406432	0.22976156716881	S. aureus DSM 20231	neutral	main_screen
Linezolid_Nitrofurantoin	-0.0316576553014546	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Nisin	-0.0556806327031392	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Novobiocin	0.0423501639219764	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Oritavancin	-0.0322606255919763	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Oxacillin	-0.036505406445074	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_PenicillinG	0.0631516202943354	0.233391974027655	S. aureus DSM 20231	neutral	main_screen
Linezolid_Phleomycin	-0.0315084925721199	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Paraquat	0.0715516206897291	0.694229969100353	S. aureus DSM 20231	neutral	main_screen
Linezolid_Procaine	-0.0676095719571761	0.875639708756397	S. aureus DSM 20231	neutral	main_screen
Linezolid_Pristinamycin	0.0633448502445984	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Puromycin	-0.0586517679420975	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Pyocyanin	0.0470186379903684	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Rifampicin	-0.0505326717414698	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Sulfamethoxazol	-0.0299904518465041	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Linezolid	0.0459610806880382	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Spectinomycin	-0.0609074307595925	0.70681887035177	S. aureus DSM 20231	neutral	main_screen
Linezolid_Streptomycin	-0.0536077814621938	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Streptozotocin	-0.0379116153233146	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Teicoplanin	0.108584749659871	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Telithromycin	-0.132668171038341	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Linezolid_Tigecycline	-0.0816543727701101	0.605545458112416	S. aureus DSM 20231	neutral	main_screen
Linezolid_Trimethoprim	0.128988210922481	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Linezolid_Triclosan	-0.0777354298439808	0.598714167044836	S. aureus DSM 20231	neutral	main_screen
Linezolid_Tedizolid	-0.184786221358695	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
Linezolid_U1	0.0944447401036842	0.961048339610484	S. aureus DSM 20231	neutral	main_screen
Linezolid_Vancomycin	0.0466788369752565	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Linezolid_Virginiamycin M1	0.0504510791310489	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_MitomycinC	0.038309412432727	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Miconazole	0.0326890037545021	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Pseudomonic acid	0.0125319336888842	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Moxifloxacin	-0.0590185992503462	0.425436199448448	S. aureus DSM 20231	neutral	main_screen
Miconazole_Nitrofurantoin	0.0458314317460851	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Nisin	-0.0526520301531835	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Novobiocin	0.0482972873234573	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Oritavancin	-0.0285556409302127	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Oxacillin	0.0539421671400766	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_PenicillinG	0.0524964153295319	0.502612951140118	S. aureus DSM 20231	neutral	main_screen
Miconazole_Phleomycin	-0.0352231285208418	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Paraquat	0.0436088211991501	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Procaine	0.0418204578147963	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Pristinamycin	-0.0300385643513571	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Puromycin	0.0531516988869158	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Pyocyanin	0.045321192220009	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Rifampicin	0.0349560632906182	0.261253874612539	S. aureus DSM 20231	neutral	main_screen
Miconazole_Sulfamethoxazol	0.0319123623076639	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Miconazole	-0.0420449099593369	0.997560050290371	S. aureus DSM 20231	neutral	main_screen
Miconazole_Spectinomycin	-0.0227916976552235	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Streptomycin	0.0476038901053816	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Streptozotocin	0.0389882193160574	0.94026995285358	S. aureus DSM 20231	neutral	main_screen
Miconazole_Teicoplanin	-0.0409232525810194	0.944423614923689	S. aureus DSM 20231	neutral	main_screen
Miconazole_Telithromycin	0.0399540416637146	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Tigecycline	0.0454830394762772	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Trimethoprim	0.0514244028679003	0.519034978955257	S. aureus DSM 20231	neutral	main_screen
Miconazole_Triclosan	0.0711771329289324	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Tedizolid	0.0591696200712269	0.368455372361596	S. aureus DSM 20231	neutral	main_screen
Miconazole_U1	0.00323487552825508	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Vancomycin	0.0309123872770483	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Miconazole_Virginiamycin M1	0.0731074668310981	0.265134990925686	S. aureus DSM 20231	neutral	main_screen
Metronidazole_MitomycinC	0.0443276946229276	0.943825617438255	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Pseudomonic acid	-0.0109846724080165	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Moxifloxacin	0.0700323584635694	0.287446417345307	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Nitrofurantoin	-0.0298197438928518	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Nisin	-0.242091599486558	0.00181560791289292	S. aureus DSM 20231	synergy	main_screen
MitomycinC_Novobiocin	-0.0587529514003814	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Oritavancin	-0.08061540383869	0.262969268483351	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Oxacillin	0.0499385305656225	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_PenicillinG	-0.0708731378559257	0.631319313209744	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Phleomycin	-0.0503516245879886	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Paraquat	-0.0406492234816909	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Procaine	0.0321593778439649	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Pristinamycin	0.0724913755139522	0.170018712414473	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Puromycin	0.0528225767591053	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Pyocyanin	0.0463567498174308	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Rifampicin	-0.0914316574373906	0.281221877812219	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Sulfamethoxazol	0.036022676924912	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_MitomycinC	-0.0247484748312011	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Spectinomycin	0.077241220041625	0.532232491036611	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Streptomycin	-0.116479776586343	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Streptozotocin	0.0492685308424228	0.494230576942307	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Teicoplanin	-0.12554907186259	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Telithromycin	-0.0566875088333435	0.222862605825748	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Tigecycline	0.0284854036552078	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Trimethoprim	-0.102239897593917	0.0237679581324164	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Triclosan	-0.025027321251259	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Tedizolid	-0.0817376278614573	0.222862605825748	S. aureus DSM 20231	neutral	main_screen
MitomycinC_U1	0.0820733319206672	0.881155978890301	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Vancomycin	0.0497133103145559	0.70681887035177	S. aureus DSM 20231	neutral	main_screen
MitomycinC_Virginiamycin M1	0.0401036296672547	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Pseudomonic acid	0.011105970666495	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Moxifloxacin	-0.0629839457356142	0.0125788526119764	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Nitrofurantoin	0.0481515087490692	0.360464947541031	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Nisin	0.153319517358903	0.00181560791289292	S. aureus DSM 20231	antagonism	main_screen
Metronidazole_Novobiocin	0.035500041750759	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Oritavancin	0.0376944802588486	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Oxacillin	0.0451169807028055	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_PenicillinG	0.0819292934967082	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Phleomycin	0.0864223000473532	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Paraquat	0.0477682291490483	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Procaine	0.0476812748610251	0.540827977002965	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Pristinamycin	0.0226623546265096	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Puromycin	0.0499314953684758	0.204904321597915	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Pyocyanin	0.0663448296099404	0.272341186933938	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Rifampicin	-0.0591229227513669	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Sulfamethoxazol	0.0775578576359331	0.00181560791289292	S. aureus DSM 20231	neutral	main_screen
Cotrimoxazole_Metronidazole	0.0159883436327265	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Spectinomycin	0.0690973812740872	0.731000755168206	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Streptomycin	0.0693108927643248	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Streptozotocin	-0.0474223414567433	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Teicoplanin	0.0308127735397521	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Telithromycin	0.0598664651415846	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Tigecycline	0.058875633604495	0.829899226219649	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Trimethoprim	-0.0577186133406603	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Triclosan	0.0778038975937244	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Tedizolid	0.0996907427398467	0.84637752440972	S. aureus DSM 20231	antagonism	main_screen
Metronidazole_U1	0.0260466563391403	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Vancomycin	0.0329709060131919	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Metronidazole_Virginiamycin M1	0.051597480651915	0.448888683842566	S. aureus DSM 20231	neutral	main_screen
Moxifloxacin_Pseudomonic acid	-0.0189732887475456	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Nitrofurantoin_Pseudomonic acid	-0.0196576740728638	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Nisin_Pseudomonic acid	-0.0160830698580387	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Novobiocin_Pseudomonic acid	-0.0172734824017378	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
Oritavancin_Pseudomonic acid	0.0200759401449498	0.998600139986001	S. aureus DSM 20231	neutral	main_screen
