Drug A,Drug B,organism ,value,type,method,PMID
Penicillin G,Piperacillin,Escherichia coli BW25113,-0.04,Additivity,Bliss,29973719
Penicillin G,Trimethoprim,Escherichia coli BW25113,-0.08,Additivity,Bliss,29973719
Penicillin G,Aztreonam,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Penicillin G,Amoxycillin,Escherichia coli iAi1,-0.22,Synergy,Bliss,29973719
Penicillin G,Cefotaxime,Escherichia coli iAi1,-0.16,Synergy,Bliss,29973719
Penicillin G,Cefsulodin,Escherichia coli iAi1,-0.32,Synergy,Bliss,29973719
Penicillin G,Piperacillin,Escherichia coli iAi1,-0.14,Synergy,Bliss,29973719
Penicillin G,Oxacillin,Escherichia coli iAi1,-0.71,Synergy,Bliss,29973719
Penicillin G,Fosfomycin,Escherichia coli iAi1,-0.18,Synergy,Bliss,29973719
Penicillin G,Trimethoprim,Escherichia coli iAi1,0.11,Antagonism,Bliss,29973719
Penicillin G,Levofloxacin,Escherichia coli MG1655,2.26,Antagonism,,28383902
Penicillin G,Nalidixic Acid,Escherichia coli MG1655,2.21,Antagonism,,28383902
Penicillin G,Nitrofurantoin,Escherichia coli MG1655,2.01,Antagonism,,28383902
Penicillin G,Ciprofloxacin,Escherichia coli MG1655,0.52,Additivity,,28383902
Penicillin G,Gentamicin,Escherichia coli MG1655,0.41,Additivity,,28383902
Penicillin G,Clarithromycin,Escherichia coli MG1655,0.39,Additivity,,28383902
Penicillin G,Amikacin,Escherichia coli MG1655,0.09,Additivity,,28383902
Penicillin G,Chloramphenicol,Escherichia coli MG1655,0.08,Additivity,,28383902
Penicillin G,Mupirocin,Escherichia coli MG1655,-0.03,Additivity,,28383902
Penicillin G,Kanamycin,Escherichia coli MG1655,-0.34,Synergy,,28383902
Penicillin G,Erythromycin,Escherichia coli MG1655,-0.34,Synergy,,28383902
Penicillin G,Fusidic Acid,Escherichia coli MG1655,-0.67,Synergy,,28383902
Penicillin G,Cefoxitin,Escherichia coli MG1655,-0.86,Synergy,,28383902
Penicillin G,Oxacillin,Escherichia coli MG1655,-1.03,Synergy,,28383902
Penicillin G,Oxacillin,Pseudomonas aeruginosa PA14,-0.04,Additivity,Bliss,29973719
Penicillin G,Chloramphenicol,Pseudomonas aeruginosa PA14,0.02,Additivity,Bliss,29973719
Penicillin G,Cefaclor,Pseudomonas aeruginosa PA14,-0.04,Additivity,Bliss,29973719
Penicillin G,Oxacillin,Pseudomonas aeruginosa PAO1,-0.1,Synergy,Bliss,29973719
Penicillin G,Cefaclor,Pseudomonas aeruginosa PAO1,-0.11,Synergy,Bliss,29973719
Penicillin G,Chloramphenicol,Pseudomonas aeruginosa PAO1,-0.12,Synergy,Bliss,29973719
Penicillin G,Kanamycin,Salmonella Typhimurium,0.36,Synergy,FICI,31183498
Penicillin G,Fosfomycin,Salmonella typhimurium 14028,-0.26,Synergy,Bliss,29973719
Penicillin G,Trimethoprim,Salmonella typhimurium 14028,0.1,Antagonism,Bliss,29973719
Penicillin G,Mecillinam,Salmonella typhimurium 14028,-0.25,Synergy,Bliss,29973719
Penicillin G,Doxycycline,Salmonella typhimurium 14028,0.07,Additivity,Bliss,29973719
Penicillin G,Ciprofloxacin,Salmonella typhimurium 14028,0.15,Antagonism,Bliss,29973719
Penicillin G,Cefaclor,Salmonella typhimurium 14028,-0.33,Synergy,Bliss,29973719
Penicillin G,Chloramphenicol,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Penicillin G,Fosfomycin,Salmonella typhimurium LT2,-0.35,Synergy,Bliss,29973719
Penicillin G,Trimethoprim,Salmonella typhimurium LT2,-0.05,Additivity,Bliss,29973719
Penicillin G,Mecillinam,Salmonella typhimurium LT2,-0.16,Synergy,Bliss,29973719
Penicillin G,Doxycycline,Salmonella typhimurium LT2,0.14,Antagonism,Bliss,29973719
Penicillin G,Ciprofloxacin,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Penicillin G,Cefaclor,Salmonella typhimurium LT2,-0.18,Synergy,Bliss,29973719
Penicillin G,Chloramphenicol,Salmonella typhimurium LT2,0.1,Antagonism,Bliss,29973719
Penicillin G,Gentamicin,Streptococcus,1.4,Indifferent,FICI,27818657
Puromycin,Gentamicin,Escherichia coli BW25113,-0.4,Synergy,Bliss,29973719
Puromycin,Lmipenem,Escherichia coli BW25113,0.13,Antagonism,Bliss,29973719
Puromycin,Pyocyanin,Escherichia coli BW25113,0.18,Antagonism,Bliss,29973719
Puromycin,Gentamicin,Escherichia coli iAi1,-0.11,Additivity,Bliss,29973719
Puromycin,Lmipenem,Escherichia coli iAi1,0.08,Additivity,Bliss,29973719
Puromycin,Pyocyanin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Puromycin,Azithromycin,Salmonella typhimurium 14028,0.13,Antagonism,Bliss,29973719
Puromycin,Pyocyanin,Salmonella typhimurium 14028,0.14,Antagonism,Bliss,29973719
Puromycin,Azithromycin,Salmonella typhimurium LT2,0.04,Additivity,Bliss,29973719
Puromycin,Pyocyanin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Puromycin,Fusidic Acid,Escherichia coli BW25113,-0.2,Synergy,Bliss,29973719
Puromycin,Tobramycin,Escherichia coli BW25113,-0.29,Synergy,Bliss,29973719
Puromycin,Amikacin,Escherichia coli BW25113,-0.42,Synergy,Bliss,29973719
Puromycin,Novobiocin,Escherichia coli BW25113,-0.09,Additivity,Bliss,29973719
Puromycin,Fosfomycin,Escherichia coli BW25113,0.19,Additivity,Bliss,29973719
Puromycin,Rifampicin,Escherichia coli BW25113,0.09,Additivity,Bliss,29973719
Puromycin,Aztreonam,Escherichia coli BW25113,0.17,Additivity,Bliss,29973719
Puromycin,Trimethoprim,Escherichia coli BW25113,0.13,Additivity,Bliss,29973719
Puromycin,Cefaclor,Escherichia coli BW25113,0.11,Antagonism,Bliss,29973719
Puromycin,Mecillinam,Escherichia coli BW25113,0.17,Antagonism,Bliss,29973719
Puromycin,Amikacin,Escherichia coli iAi1,-0.26,Synergy,Bliss,29973719
Puromycin,Fusidic Acid,Escherichia coli iAi1,-0.21,Additivity,Bliss,29973719
Puromycin,Tobramycin,Escherichia coli iAi1,-0.19,Additivity,Bliss,29973719
Puromycin,Cefaclor,Escherichia coli iAi1,-0.13,Additivity,Bliss,29973719
Puromycin,Mecillinam,Escherichia coli iAi1,0.25,Antagonism,Bliss,29973719
Puromycin,Novobiocin,Escherichia coli iAi1,0.15,Antagonism,Bliss,29973719
Puromycin,Fosfomycin,Escherichia coli iAi1,0.22,Antagonism,Bliss,29973719
Puromycin,Rifampicin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Puromycin,Aztreonam,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Puromycin,Trimethoprim,Escherichia coli iAi1,0.14,Antagonism,Bliss,29973719
Puromycin,Fosfomycin,Pseudomonas aeruginosa PA14,0.09,Additivity,Bliss,29973719
Puromycin,Rifampicin,Pseudomonas aeruginosa PA14,0.05,Additivity,Bliss,29973719
Puromycin,Aztreonam,Pseudomonas aeruginosa PA14,0.14,Antagonism,Bliss,29973719
Puromycin,Cefsulodin,Pseudomonas aeruginosa PA14,0.1,Additivity,Bliss,29973719
Puromycin,Chlorhexidine,Pseudomonas aeruginosa PA14,0.15,Antagonism,Bliss,29973719
Puromycin,Ciprofloxacin,Pseudomonas aeruginosa PA14,0.16,Antagonism,Bliss,29973719
Puromycin,Fosfomycin,Pseudomonas aeruginosa PAO1,0.24,Antagonism,Bliss,29973719
Puromycin,Rifampicin,Pseudomonas aeruginosa PAO1,0.24,Antagonism,Bliss,29973719
Puromycin,Aztreonam,Pseudomonas aeruginosa PAO1,0.08,Additivity,Bliss,29973719
Puromycin,Cefsulodin,Pseudomonas aeruginosa PAO1,0.17,Antagonism,Bliss,29973719
Puromycin,Chlorhexidine,Pseudomonas aeruginosa PAO1,0.13,Additivity,Bliss,29973719
Puromycin,Ciprofloxacin,Pseudomonas aeruginosa PAO1,0.22,Antagonism,Bliss,29973719
Puromycin,Amikacin,Salmonella typhimurium 14028,-0.1,Additivity,Bliss,29973719
Puromycin,Trimethoprim,Salmonella typhimurium 14028,0.17,Antagonism,Bliss,29973719
Puromycin,Spectinomycin,Salmonella typhimurium 14028,0.06,Additivity,Bliss,29973719
Puromycin,Clarithromycin,Salmonella typhimurium 14028,0.06,Additivity,Bliss,29973719
Puromycin,Penicillin G,Salmonella typhimurium 14028,0.08,Additivity,Bliss,29973719
Puromycin,Erythromycin,Salmonella typhimurium 14028,0.12,Antagonism,Bliss,29973719
Puromycin,Amikacin,Salmonella typhimurium LT2,-0.29,Synergy,Bliss,29973719
Puromycin,Trimethoprim,Salmonella typhimurium LT2,0.16,Antagonism,Bliss,29973719
Puromycin,Spectinomycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Puromycin,Clarithromycin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Puromycin,Penicillin G,Salmonella typhimurium LT2,0.1,Antagonism,Bliss,29973719
Puromycin,Erythromycin,Salmonella typhimurium LT2,0.06,Additivity,Bliss,29973719
Pyocyanin,Moxifloxacin,Escherichia coli BW25113,0.58,Antagonism,Bliss,29973719
Pyocyanin,Gentamicin,Escherichia coli BW25113,0.46,Antagonism,Bliss,29973719
Pyocyanin,Bleomycin,Escherichia coli BW25113,0.27,Antagonism,Bliss,29973719
Pyocyanin,Azithromycin,Escherichia coli BW25113,0.22,Antagonism,Bliss,29973719
Pyocyanin,Azithromycin,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Pyocyanin,Gentamicin,Escherichia coli iAi1,0.09,Additivity,Bliss,29973719
Pyocyanin,Bleomycin,Escherichia coli iAi1,0.16,Additivity,Bliss,29973719
Pyocyanin,Moxifloxacin,Escherichia coli iAi1,0.3,Antagonism,Bliss,29973719
Pyocyanin,Lmipenem,Salmonella typhimurium 14028,-0.37,Synergy,Bliss,29973719
Pyocyanin,Meropenem,Salmonella typhimurium 14028,-0.55,Synergy,Bliss,29973719
Pyocyanin,Bleomycin,Salmonella typhimurium 14028,0.07,Additivity,Bliss,29973719
Pyocyanin,Mupirocin,Salmonella typhimurium 14028,0.04,Additivity,Bliss,29973719
Pyocyanin,Gentamicin,Salmonella typhimurium 14028,-0.05,Additivity,Bliss,29973719
Pyocyanin,Moxifloxacin,Salmonella typhimurium 14028,0.88,Antagonism,Bliss,29973719
Pyocyanin,Azithromycin,Salmonella typhimurium 14028,0.24,Antagonism,Bliss,29973719
Pyocyanin,Meropenem,Salmonella typhimurium LT2,-0.74,Synergy,Bliss,29973719
Pyocyanin,Lmipenem,Salmonella typhimurium LT2,-0.5,Synergy,Bliss,29973719
Pyocyanin,Azithromycin,Salmonella typhimurium LT2,-0.1,Additivity,Bliss,29973719
Pyocyanin,Mupirocin,Salmonella typhimurium LT2,0.11,Antagonism,Bliss,29973719
Pyocyanin,Bleomycin,Salmonella typhimurium LT2,0.13,Antagonism,Bliss,29973719
Pyocyanin,Moxifloxacin,Salmonella typhimurium LT2,0.25,Antagonism,Bliss,29973719
Pyocyanin,Gentamicin,Salmonella typhimurium LT2,0.51,Antagonism,Bliss,29973719
Pyocyanin,Cefsulodin,Escherichia coli BW25113,-0.16,Synergy,Bliss,29973719
Pyocyanin,Novobiocin,Escherichia coli BW25113,0.12,Additivity,Bliss,29973719
Pyocyanin,Fosfomycin,Escherichia coli BW25113,0.11,Additivity,Bliss,29973719
Pyocyanin,Cefaclor,Escherichia coli BW25113,0.08,Additivity,Bliss,29973719
Pyocyanin,Nitrofurantoin,Escherichia coli BW25113,-0.1,Additivity,Bliss,29973719
Pyocyanin,Levofloxacin,Escherichia coli BW25113,0.56,Antagonism,Bliss,29973719
Pyocyanin,Ciprofloxacin,Escherichia coli BW25113,0.46,Antagonism,Bliss,29973719
Pyocyanin,Aztreonam,Escherichia coli BW25113,0.33,Antagonism,Bliss,29973719
Pyocyanin,Amikacin,Escherichia coli BW25113,0.33,Antagonism,Bliss,29973719
Pyocyanin,Mecillinam,Escherichia coli BW25113,0.29,Antagonism,Bliss,29973719
Pyocyanin,Doxycycline,Escherichia coli BW25113,0.28,Antagonism,Bliss,29973719
Pyocyanin,Trimethoprim,Escherichia coli BW25113,0.24,Antagonism,Bliss,29973719
Pyocyanin,Clarithromycin,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Pyocyanin,Spectinomycin,Escherichia coli BW25113,0.21,Antagonism,Bliss,29973719
Pyocyanin,Puromycin,Escherichia coli BW25113,0.18,Antagonism,Bliss,29973719
Pyocyanin,Tobramycin,Escherichia coli BW25113,0.15,Antagonism,Bliss,29973719
Pyocyanin,Chloramphenicol,Escherichia coli BW25113,0.15,Antagonism,Bliss,29973719
Pyocyanin,Amoxycillin,Escherichia coli BW25113,0.14,Antagonism,Bliss,29973719
Pyocyanin,Clindamycin,Escherichia coli BW25113,0.14,Antagonism,Bliss,29973719
Pyocyanin,Cefotaxime,Escherichia coli BW25113,0.11,Antagonism,Bliss,29973719
Pyocyanin,Cefaclor,Escherichia coli iAi1,-0.2,Synergy,Bliss,29973719
Pyocyanin,Nitrofurantoin,Escherichia coli iAi1,-0.21,Synergy,Bliss,29973719
Pyocyanin,Ciprofloxacin,Escherichia coli iAi1,0.22,Additivity,Bliss,29973719
Pyocyanin,Amikacin,Escherichia coli iAi1,-0.05,Additivity,Bliss,29973719
Pyocyanin,Mecillinam,Escherichia coli iAi1,0.1,Additivity,Bliss,29973719
Pyocyanin,Clarithromycin,Escherichia coli iAi1,-0.16,Additivity,Bliss,29973719
Pyocyanin,Spectinomycin,Escherichia coli iAi1,0.14,Additivity,Bliss,29973719
Pyocyanin,Tobramycin,Escherichia coli iAi1,0.06,Additivity,Bliss,29973719
Pyocyanin,Chloramphenicol,Escherichia coli iAi1,-0.13,Additivity,Bliss,29973719
Pyocyanin,Amoxycillin,Escherichia coli iAi1,-0.07,Additivity,Bliss,29973719
Pyocyanin,Clindamycin,Escherichia coli iAi1,0.05,Additivity,Bliss,29973719
Pyocyanin,Cefotaxime,Escherichia coli iAi1,0.09,Additivity,Bliss,29973719
Pyocyanin,Cefsulodin,Escherichia coli iAi1,-0.06,Additivity,Bliss,29973719
Pyocyanin,Levofloxacin,Escherichia coli iAi1,0.28,Antagonism,Bliss,29973719
Pyocyanin,Aztreonam,Escherichia coli iAi1,0.18,Antagonism,Bliss,29973719
Pyocyanin,Doxycycline,Escherichia coli iAi1,0.21,Antagonism,Bliss,29973719
Pyocyanin,Trimethoprim,Escherichia coli iAi1,0.21,Antagonism,Bliss,29973719
Pyocyanin,Puromycin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Pyocyanin,Novobiocin,Escherichia coli iAi1,0.27,Antagonism,Bliss,29973719
Pyocyanin,Fosfomycin,Escherichia coli iAi1,0.2,Antagonism,Bliss,29973719
Pyocyanin,Chlorhexidine,Salmonella typhimurium 14028,-0.36,Synergy,Bliss,29973719
Pyocyanin,Penicillin G,Salmonella typhimurium 14028,0.1,Additivity,Bliss,29973719
Pyocyanin,Tobramycin,Salmonella typhimurium 14028,-0.07,Additivity,Bliss,29973719
Pyocyanin,Nitrofurantoin,Salmonella typhimurium 14028,-0.08,Additivity,Bliss,29973719
Pyocyanin,Amikacin,Salmonella typhimurium 14028,-0.09,Additivity,Bliss,29973719
Pyocyanin,Aztreonam,Salmonella typhimurium 14028,0.87,Antagonism,Bliss,29973719
Pyocyanin,Levofloxacin,Salmonella typhimurium 14028,0.7,Antagonism,Bliss,29973719
Pyocyanin,Novobiocin,Salmonella typhimurium 14028,0.49,Antagonism,Bliss,29973719
Pyocyanin,Ciprofloxacin,Salmonella typhimurium 14028,0.34,Antagonism,Bliss,29973719
Pyocyanin,Doxycycline,Salmonella typhimurium 14028,0.26,Antagonism,Bliss,29973719
Pyocyanin,Mecillinam,Salmonella typhimurium 14028,0.26,Antagonism,Bliss,29973719
Pyocyanin,Trimethoprim,Salmonella typhimurium 14028,0.26,Antagonism,Bliss,29973719
Pyocyanin,Chloramphenicol,Salmonella typhimurium 14028,0.21,Antagonism,Bliss,29973719
Pyocyanin,Erythromycin,Salmonella typhimurium 14028,0.16,Antagonism,Bliss,29973719
Pyocyanin,Piperacillin,Salmonella typhimurium 14028,0.14,Antagonism,Bliss,29973719
Pyocyanin,Clindamycin,Salmonella typhimurium 14028,0.14,Antagonism,Bliss,29973719
Pyocyanin,Puromycin,Salmonella typhimurium 14028,0.14,Antagonism,Bliss,29973719
Pyocyanin,Clarithromycin,Salmonella typhimurium 14028,0.12,Antagonism,Bliss,29973719
Pyocyanin,Chlorhexidine,Salmonella typhimurium LT2,-0.6,Synergy,Bliss,29973719
Pyocyanin,Nitrofurantoin,Salmonella typhimurium LT2,-0.59,Synergy,Bliss,29973719
Pyocyanin,Erythromycin,Salmonella typhimurium LT2,-0.07,Additivity,Bliss,29973719
Pyocyanin,Mecillinam,Salmonella typhimurium LT2,-0.03,Additivity,Bliss,29973719
Pyocyanin,Clindamycin,Salmonella typhimurium LT2,0.06,Additivity,Bliss,29973719
Pyocyanin,Novobiocin,Salmonella typhimurium LT2,0.07,Additivity,Bliss,29973719
Pyocyanin,Chloramphenicol,Salmonella typhimurium LT2,0.13,Additivity,Bliss,29973719
Pyocyanin,Puromycin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Pyocyanin,Piperacillin,Salmonella typhimurium LT2,0.12,Antagonism,Bliss,29973719
Pyocyanin,Clarithromycin,Salmonella typhimurium LT2,0.13,Antagonism,Bliss,29973719
Pyocyanin,Trimethoprim,Salmonella typhimurium LT2,0.14,Antagonism,Bliss,29973719
Pyocyanin,Doxycycline,Salmonella typhimurium LT2,0.17,Antagonism,Bliss,29973719
Pyocyanin,Penicillin G,Salmonella typhimurium LT2,0.24,Antagonism,Bliss,29973719
Pyocyanin,Amikacin,Salmonella typhimurium LT2,0.24,Antagonism,Bliss,29973719
Pyocyanin,Ciprofloxacin,Salmonella typhimurium LT2,0.4,Antagonism,Bliss,29973719
Pyocyanin,Tobramycin,Salmonella typhimurium LT2,0.56,Antagonism,Bliss,29973719
Pyocyanin,Aztreonam,Salmonella typhimurium LT2,0.67,Antagonism,Bliss,29973719
Pyocyanin,Levofloxacin,Salmonella typhimurium LT2,0.72,Antagonism,Bliss,29973719
Sanguinarine,Streptomycin,Acinetobacter baumannii ATCC BAA747,1,Additivity,FICI,25495516
Sanguinarine,Streptomycin,Acinetobacter baumannii ML301347/117,1,Additivity,FICI,25495516
Sanguinarine,Streptomycin,Escherichia coli ATCC25922,0.38,Synergy,FICI,25495516
Sanguinarine,Streptomycin,Escherichia coli O157:H7 ATCC35150,0.38,Synergy,FICI,25495516
Sanguinarine,Streptomycin,Escherichia coli UL300237,0.75,Additivity,FICI,25495516
Sanguinarine,Streptomycin,Klebsiella pneumoniae BL300279,0.75,Additivity,FICI,25495516
Sanguinarine,Streptomycin,Klebsiella pneumoniae ML300339,0.75,Additivity,FICI,25495516
Sanguinarine,Streptomycin,Pseudomonas aeruginosa AL213370,1,Additivity,FICI,25495516
Sulfamethoxazole-Trimethoprim,Ciprofloxacin,Stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572
Sulfamethoxazole-Trimethoprim,Levofloxacin,Stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572
Sulfamethoxazole-Trimethoprim,Moxifloxacin,Stenotrophomonas maltophilia,0.56,Additivity,FICI,26551572
Sulfamethoxazole-Trimethoprim,Rifampicin,Brucella melitensis,0.51,Additivity,FICI,24031207
Sulfamethoxazole-Trimethoprim,Tetracycline,Brucella melitensis,1.5,Indifference,FICI,24031207
Sulfamethoxazole-Trimethoprim,Ciprofloxacin,Brucella melitensis,0.83,Additivity,FICI,24031207
Sulfamethoxazole-Trimethoprim,Ceftazidime,Stenotrophomonas maltophilia,0.75,Additivity,FICI,26551572
Sulfamethoxazole-Trimethoprim,Tigecycline,Stenotrophomonas maltophilia,1,Additivity,FICI,26551572
Sulfamethoxazole-Trimethoprim,Colistin,Stenotrophomonas maltophilia,1,Additivity,FICI,26551572
Sulfamonomethoxine,Rifampicin,Escherichia coli BW25113,-0.17,Synergy,Bliss,29973719
Sulfamonomethoxine,Clarithromycin,Escherichia coli BW25113,-0.09,Additivity,Bliss,29973719
Sulfamonomethoxine,Bleomycin,Escherichia coli BW25113,-0.1,Additivity,Bliss,29973719
Sulfamonomethoxine,Trimethoprim,Escherichia coli BW25113,nan,Synergy,Loewe,24867991
Sulfamonomethoxine,Clarithromycin,Escherichia coli iAi1,-0.19,Synergy,Bliss,29973719
Sulfamonomethoxine,Bleomycin,Escherichia coli iAi1,-0.25,Synergy,Bliss,29973719
Sulfamonomethoxine,Rifampicin,Escherichia coli iAi1,-0.11,Additivity,Bliss,29973719
Sulfamonomethoxine,Trimethoprim,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Sulfamonomethoxine,Nitrofurantoin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Sulfamonomethoxine,Amikacin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Sulfamonomethoxine,Tobramycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Sulfamonomethoxine,Streptomycin,Escherichia coli MG1655,nan,Synergy,Bliss,16550172
Sulfamonomethoxine,Bleomycin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
Sulfamonomethoxine,Minocycline,Pseudomonas aeruginosa PA14,0.03,Additivity,Bliss,29973719
Sulfamonomethoxine,Minocycline,Pseudomonas aeruginosa PAO1,-0.13,Synergy,Bliss,29973719
Sulfamonomethoxine,Trimethoprim,Escherichia coli BW25113,-0.5,Synergy,Bliss,29973719
Sulfamonomethoxine,Ampicillin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Piperacillin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Cefoxitin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Fosfomycin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Lomefloxacin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Ciprofloxacin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Sulfamonomethoxine,Nalidixic Acid,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Nitrofurantoin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Amikacin,Escherichia coli BW25113,nan,Synergy,Loewe,24867991
Sulfamonomethoxine,Gentamicin,Escherichia coli BW25113,nan,Synergy,Loewe,24867991
Sulfamonomethoxine,Kanamycin,Escherichia coli BW25113,nan,Synergy,Loewe,24867991
Sulfamonomethoxine,Tobramycin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Sulfamonomethoxine,Streptomycin,Escherichia coli BW25113,nan,Additivity,Loewe,24867991
Sulfamonomethoxine,Tetracycline,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Doxycycline,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Chloramphenicol,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Erythromycin,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Fusidic Acid,Escherichia coli BW25113,nan,Antagonism,Loewe,24867991
Sulfamonomethoxine,Trimethoprim,Escherichia coli iAi1,-0.34,Synergy,Bliss,29973719
Sulfamonomethoxine,Ampicillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Piperacillin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Cefoxitin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Clindamycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Spiramycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Erythromycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Fusidic Acid,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Chloramphenicol,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Doxycycline Hyclate,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Tetracycline,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Spectinomycin,Escherichia coli MG1655,nan,Antagonism,Bliss,16550172
Sulfamonomethoxine,Ciprofloxacin,Escherichia coli MG1655,nan,Additivity,Bliss,16550172
